LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
MUNCK,Loran de,m,NED,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PH,12,6.5,6.85,,13.35
NATHAN,Joshua,m,GBR,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",PH,18,6.5,7.166,,13.666
NEDOROSCIK,Stephen,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PH,,6.5,7.7,,14.2
NEDOROSCIK,Stephen,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,1,6.5,7.05,,13.55
OU,Yushan,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,6.5,7.766,,14.266
QIU,Qiyuan,w,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,4,6.5,7.233,,13.733
QIU,Qiyuan,w,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,1,6.5,8.4,,14.9
QIU,Qiyuan,w,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,6.5,8.233,,14.733
SKIRKEY,Ian,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.5,8.05,,14.55
SKIRKEY,Ian,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,4,6.5,6.15,,12.65
SKIRKEY,Ian,m,USA,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,2,6.5,8.2,,14.7
SKIRKEY,Ian,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,3,6.5,7.95,,14.45
TSUMURA,Ryota,m,JPN,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,2,6.5,8.4,,14.9
TSUMURA,Ryota,m,JPN,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",PH,6,6.5,7.55,,14.05
TSUMURA,Ryota,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PH,2,6.5,8.666,,15.166
TSUMURA,Ryota,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PH,3,6.5,8.4,,14.9
WALKER,Colt,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,1,6.5,8.55,,15.05
WHITEHOUSE,Luke,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,1,6.5,8.05,0,14.55
WHITEHOUSE,Luke,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,1,6.5,7.65,0,14.15
WHITEHOUSE,Luke,m,GBR,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",FX,3,6.5,7.466,,13.966
WHITEHOUSE,Luke,m,GBR,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",FX,3,6.5,7.666,,14.166
WHITEHOUSE,Luke,m,GBR,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",FX,1,6.5,8.4,,14.9
WHITEHOUSE,Luke,m,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,7,6.5,7.7,0.1,14.1
YIN,Dehang,m,CHN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",PH,3,6.5,8.1,,14.6
YOCKERS,Ignacio,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,16,6.5,5.2,,11.7
YOU,Hao,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PB,,6.5,8.366,,14.866
YOU,Hao,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,4,6.5,8.133,,14.633
YOU,Hao,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,6.5,8.133,,14.633
YOU,Hao,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,3,6.5,8.3,,14.8
YOU,Hao,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,6.5,8.366,,14.866
YOUNG,Khoi,m,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PH,2,6.5,8.466,,14.966
YOUNG,Khoi,m,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,6.5,7.1,,13.6
YOUNG,Khoi,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,2,6.5,7.85,,14.35
YOUNG,Khoi,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,6.5,7.9,,14.4
YULO,Carlos Edriel,m,PHI,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",PB,1,6.5,8.9,,15.4
YULO,Carlos Edriel,m,PHI,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,2,6.5,8.833,,15.333
YULO,Carlos Edriel,m,PHI,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",PB,3,6.5,8.666,,15.166
YULO,Carlos Edriel,m,PHI,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,1,6.5,8.433,,14.933
YULO,Carlos Edriel,m,PHI,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",FX,1,6.5,8.333,,14.833
YULO,Carlos Edriel,m,PHI,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",FX,2,6.5,8,,14.5
ZHOU,Yaqin,w,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",BB,2,6.5,8.2,,14.7
ZOU,Jingyuan,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,1,6.5,9.2,,15.7
ZOU,Jingyuan,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PB,,6.5,9.266,,15.766
ZOU,Jingyuan,m,CHN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PB,1,6.5,9.366,,15.866
ZOU,Jingyuan,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PB,1,6.5,9.433,,15.933
ZOU,Jingyuan,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,1,6.5,9.433,,15.933
ABBADINI,Yumin,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15,6.4,7.033,,13.433
ABU AL SOUD,Ahmad,m,JOR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PH,3,6.4,8.233,,14.633
ABU AL SOUD,Ahmad,m,JOR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,4,6.4,8.5,,14.9
MILLER,Zoe,w,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,1,6.4,8.45,,14.85
JONES,Shilese,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,6.3,8.55,,14.85
BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,5.6,9.25,,14.85
JONES,Shilese,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,2,6.4,8.433,,14.833
BILES,Simone,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,6.8,8.1,0.1,14.8
BILES,Simone,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",BB,1,6.5,8.3,,14.8
BILES,Simone,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,1,6.5,8.3,,14.8
CLENAGHAN,Mc Rhys,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,1,6.4,8.9,,15.3
CLENAGHAN,Mc Rhys,m,IRL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PH,1,6.4,8.7,,15.1
CLENAGHAN,Mc Rhys,m,IRL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,3,6.4,8.533,,14.933
DAUSER,Lukas,m,GER,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,4,6.4,8.366,,14.766
DIALLO,Thierno,m,ESP,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,22,6.4,7.966,,14.366
DIALLO,Thierno,m,ESP,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PB,3,6.4,8.333,,14.733
DIALLO,Thierno,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,5,6.4,8.3,,14.7
DIALLO,Thierno,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",PB,3,6.4,7.75,,14.15
DOI,Ryosuke,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,6.4,8.3,,14.7
DOI,Ryosuke,m,JPN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,2,6.4,8.15,,14.55
DOLGOPYAT,Artem,m,ISR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",FX,1,6.4,8.466,,14.866
DOLGOPYAT,Artem,m,ISR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,1,6.4,8.8,0.1,15.1
DOLGOPYAT,Artem,m,ISR,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",FX,1,6.4,8.166,0.1,14.466
DOLGOPYAT,Artem,m,ISR,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,1,6.4,8.433,,14.833
DOLGOPYAT,Artem,m,ISR,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",FX,1,6.4,8.2,,14.6
FRASER,Joe,m,GBR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,6,6.4,7.666,,14.066
FRASER,Joe,m,GBR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,final,"Baku, Azerbaijan",PB,3,6.4,8.3,,14.7
FRASER,Joe,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,1,6.4,8.95,0,15.35
HARUKI,Minori,m,JPN,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",PB,2,6.4,8.366,,14.766
HASHIMOTO,Daiki,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",HB,2,6.4,8.3,,14.7
HEPWORTH,Harry,m,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",FX,6,6.4,8.133,0.2,14.333
HEPWORTH,Harry,m,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,8,6.4,8.2,0.1,14.5
HEPWORTH,Harry,m,GBR,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",FX,4,6.4,7.8,,14.2
HOOPES,Patrick,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.4,5.55,,11.95
HOOPES,Patrick,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,3,6.4,7.55,,13.95
HOOPES,Patrick,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,2,6.4,8.15,,14.55
MCCLAIN,Konnor,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,6.4,8.4,,14.8
BILES,Simone,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,5.6,9.2,,14.8
KAMOTO,Yuya,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",SR,7,6.4,8.066,,14.466
KAMOTO,Yuya,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,6,6.4,8.1,,14.5
KAMOTO,Yuya,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,6.4,7.833,,14.233
KAWAKAMI,Shohei,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",HB,2,6.4,8.1,,14.5
KAYA,Kazuma,m,JPN,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",PH,6,6.4,8.066,,14.466
KITAZONO,Takeru,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PB,2,6.4,8.833,,15.233
KITAZONO,Takeru,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,3,6.4,8.733,,15.133
KITAZONO,Takeru,m,JPN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",PB,2,6.4,8.9,,15.3
KOVTUN,Illia,m,UKR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,5,6.4,8.233,,14.633
KOVTUN,Illia,m,UKR,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",PH,5,6.4,8.233,,14.633
KOVTUN,Illia,m,UKR,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PB,1,6.4,8.733,,15.133
KURBANOV,Nariman,m,KAZ,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PH,1,6.4,8.9,,15.3
LAN,Xingyu,m,CHN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,SR,1,6.4,8.8,,15.2
LAN,Xingyu,m,CHN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,1,6.4,8.633,,15.033
LAN,Xingyu,m,CHN,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",SR,1,6.4,8.966,,15.366
LAN,Xingyu,m,CHN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,1,6.4,8.9,,15.3
LAN,Xingyu,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",SR,1,6.4,9.033,,15.433
LAN,Xingyu,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",SR,1,6.4,8.566,,14.966
LAN,Xingyu,m,CHN,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",SR,1,6.4,8.866,,15.266
LEE,Chih Kai,m,TPE,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,2,6.4,8.633,,15.033
LEVANTESI,Matteo,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,7,6.4,7.466,,13.866
LEWIS,Jamie,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",PH,2,6.4,7.5,0,13.9
LEWIS,Jamie,m,GBR,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PH,4,6.4,8.033,,14.433
LEWIS,Jamie,m,GBR,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",PH,5,6.4,7.8,,14.2
LISTUNOVA,Viktoria,w,RUS,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",UB,1,6.4,8.3,,14.7
LIU,Yang,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",SR,1,6.4,8.833,,15.233
LIU,Yang,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,1,6.4,8.8,,15.2
LIU,Yang,m,CHN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,6.4,8.6,,15
LIU,Yang,m,CHN,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",SR,1,6.4,8.966,,15.366
LIU,Yang,m,CHN,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",SR,1,6.4,8.933,,15.333
LUO,Rui,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,1,6.4,8.5,,14.9
LUO,Rui,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",UB,,6.4,8,,14.4
MC CLENAGHAN,Rhys,m,IRL,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",PH,5,6.4,8.3,,14.7
MC CLENAGHAN,Rhys,m,IRL,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",PH,3,6.4,8.133,,14.533
MC CLENAGHAN,Rhys,m,IRL,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,1,6.4,8.266,,14.666
MC CLENAGHAN,Rhys,m,IRL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,1,6.4,8.566,,14.966
CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,5.6,9.2,,14.8
MCCLENAGHAN,Rhys,m,IRL,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",PH,4,6.4,8.066,,14.466
MCCLENAGHAN,Rhys,m,IRL,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",PH,1,6.4,8.7,,15.1
CAREY,Jade,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,5.6,9.2,,14.8
JONES,Shilese,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,2,6.4,8.366,,14.766
MILLER,Zoe,w,USA,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,1,6.4,8.366,,14.766
JONES,Shilese,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",UB,3,6.3,8.466,,14.766
MILLER,Zoe,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,1,6.4,8.35,,14.75
CAREY,Jade,w,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",VT1,1,5.6,9.15,,14.75
CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,2,5.6,9.133,,14.733
MINAMI,Kazuki,m,JPN,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",FX,2,6.4,7.8,,14.2
MINAMI,Kazuki,m,JPN,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",FX,4,6.4,7.333,0.1,13.633
MOLDAUER,Yul,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",PB,,6.4,8.3,,14.7
MOLDAUER,Yul Kyung Tae,m,USA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,6.4,8.167,,14.567
MOORE,Jesse,m,AUS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PH,6,6.4,6.966,,13.366
MUNCK,Loran,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,6,6.4,7.133,,13.533
MUNCK,Loran,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,4,6.4,8.433,,14.833
NATHAN,Joshua,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",PH,3,6.4,6.866,0,13.266
NEDOROSCIK,Stephen,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,2,6.4,8.833,,15.233
NEDOROSCIK,Stephen,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.4,8.3,,14.7
NEDOROSCIK,Stephen,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,1,6.4,8.25,,14.65
OKA,Shinnosuke,m,JPN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,PB,2,6.4,8.733,,15.133
OKA,Shinnosuke,m,JPN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,2,6.4,8.6,,15
PETROV,Matvei,m,ALB,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",PH,7,6.4,7.5,,13.9
PHILLIPS,Curran,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,6.4,8.1,,14.5
PHILLIPS,Curran Michael,m,USA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,6.4,7.133,,13.533
QIU,Qiyuan,w,CHN,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",UB,1,6.4,8.366,,14.766
REGINI MORAN,Giarnni,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PB,7,6.4,8.333,,14.733
REGINI MORAN,Giarnni,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,8,6.4,8.566,,14.966
REGINI MORAN,Giarnni,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PB,,6.4,7.833,,14.233
RICHARD,Fred,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PH,,6.4,5.1,,11.5
CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT1,1,5.6,9.133,,14.733
SKIRKEY,Ian Hunter,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PH,13,6.4,7.133,,13.533
SOUD,Ahmad Abu Al,m,JOR,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,PH,2,6.4,8.833,,15.233
SUGINO,Takaaki,m,JPN,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",PH,4,6.4,8.433,,14.833
SUN,Blake,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",PB,,6.4,8.95,,15.35
SUN,Blake,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,2,6.4,8.55,,14.95
SUN,Blake,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PB,,6.4,8.45,,14.85
SUN,Blake,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PB,,6.4,8.75,,15.15
SUN,Blake,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,3,6.4,8.4,,14.8
SUN,Wei,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",HB,4,6.4,8.033,,14.433
SUN,Wei,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,2,6.4,8.433,,14.833
SUN,Wei,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,47,6.4,6.566,,12.966
TANIGAWA,Kakeru,m,JPN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,2,6.4,8.2,,14.6
TIAN,Hao,m,CHN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,1,6.4,8.7,,15.1
TIAN,Hao,m,CHN,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,HB,1,6.4,8.133,,14.533
WEI,Xiaoyuan,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,4,6.4,8.2,,14.6
WEI,Xiaoyuan,w,CHN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,1,6.4,8.6,,15
WEI,Xiaoyuan,w,CHN,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",UB,1,6.4,8.367,,14.767
WHITTENBURG,Donnell,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,18,6.4,7.733,,14.133
WHITTENBURG,Donnell,m,USA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",FX,18,6.4,7.45,0.6,13.25
WHITTENBURG,Donnell,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,6.4,8.5,0.1,14.8
WHITTENBURG,Donnell,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,6.4,7.85,0.1,14.15
WHITTENBURG,Donnell,m,USA,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,2,6.4,7.833,,14.233
